id;title;fonoteegi_nr;description;eetris;kestus;toimetajad;kategooria;esinejad;url;video
75;PÄEVAKAJA. Feodor Klement 60.;RMARH-84829;"";30.05.1963;00:05:16;Rebane Valdur;Päevakaja;"Rebane Valdur, Lupp Heinu, Klement Feodor";https://arhiiv.err.ee/vaata/paevakaja-feodor-klement-60;https://media.err.ee:80/arhiiv/@/AUDIO/a_84829_RMARHIIV.m4a
76;PÄEVAKAJA. 15.10.1963.;ASCDR-6850.3;"";15.10.1963;00:07:41;"";Päevakaja;"Berensen Valdeko, Mostovoi Viktor";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-15-10-1963;https://media.err.ee:80/arhiiv/@/AUDIO/a_20595_RMARHIIV.m4a
77;PÄEVAKAJA. 15.10.1963.;ASCDR-6850.2;"";15.10.1963;00:04:09;"";Päevakaja;"";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-15-10-1963-33473;https://media.err.ee:80/arhiiv/@/AUDIO/a_20594_RMARHIIV.m4a
78;PÄEVAKAJA. Ott Kooli följeton Võru õllebaarist.;ASCDR-4648.1;"";19.10.1963;00:05:27;"";Päevakaja;"Rebane Valdur, Kool Ott";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-ott-kooli-foljeton-voru-ollebaarist;https://media.err.ee:80/arhiiv/@/AUDIO/a_20489_RMARHIIV.m4a
79;PÄEVAKAJA. 23.10.1963.;ASCDR-6850.5;"";23.10.1963;00:04:46;"";Päevakaja;Okas Evald;https://arhiiv.err.ee/vaata/paevakaja-paevakaja-23-10-1963;https://media.err.ee:80/arhiiv/@/AUDIO/a_20597_RMARHIIV.m4a
80;Päevakaja: PÄEVAKAJA. 23.10.1963.;ASCDR-6850.4;"";23.10.1963;00:04:09;"";Päevakaja;"Laht Uno, Okey John";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-23-10-1963-33471;https://media.err.ee:80/arhiiv/@/AUDIO/a_20596_RMARHIIV.m4a
81;PÄEVAKAJA. 03.11.1963.;ASCDR-6850.6;"";03.11.1963;00:10:14;"";Päevakaja;"";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-03-11-1963;https://media.err.ee:80/arhiiv/@/AUDIO/a_20598_RMARHIIV.m4a
82;PÄEVAKAJA. 16.11.1963.;ASCDR-6850.7;"";16.11.1963;00:04:20;"";Päevakaja;Kask Mihkel;https://arhiiv.err.ee/vaata/paevakaja-paevakaja-16-11-1963;https://media.err.ee:80/arhiiv/@/AUDIO/a_20599_RMARHIIV.m4a
83;PÄEVAKAJA. Albert Kääri intervjuu.;ASCDR-4648.2;"";12.12.1963;00:04:17;"";Päevakaja;"Rebane Valdur, Kennedy John, Inkley";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-albert-kaari-intervjuu;https://media.err.ee:80/arhiiv/@/AUDIO/a_20490_RMARHIIV.m4a
84;PÄEVAKAJA. Felix Leedi reportaaž Eestimaa vanima inimesega.;ASCDR-4648.3;"";27.12.1963;00:04:31;"";Päevakaja;"Rebane Valdur, Tomson Maria";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-felix-leedi-reportaaz-eestimaa-vanima-inimesega;https://media.err.ee:80/arhiiv/@/AUDIO/a_20491_RMARHIIV.m4a
85;PÄEVAKAJA. Aado Hõimre - 70.;ASCDR-4648.4;"";29.12.1963;00:05:25;"";Päevakaja;"Rebane Valdur, Hõimre Aado";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-aado-hoimre-70;https://media.err.ee:80/arhiiv/@/AUDIO/a_20492_RMARHIIV.m4a
86;"PÄEVAKAJA. V. Panso lavastus ""Minu veetlev leedi"".";ASCDR-4648.7;"";30.12.1963;00:07:37;Rebane Valdur;Päevakaja;"Rebane Valdur, Panso Voldemar, Mering Alfred, Rummo Linda, Pärn Endel";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-v-panso-lavastus-minu-veetlev-leedi;https://media.err.ee:80/arhiiv/@/AUDIO/a_20495_RMARHIIV.m4a
87;"PÄEVAKAJA. Följeton ""Pirita silla avamine"".";ASCDR-4648.6;"";30.12.1963;00:03:51;Rebane Valdur;Päevakaja;Rebane Valdur;https://arhiiv.err.ee/vaata/paevakaja-paevakaja-foljeton-pirita-silla-avamine;https://media.err.ee:80/arhiiv/@/AUDIO/a_20494_RMARHIIV.m4a
88;PÄEVAKAJA. 1963. a parim sportlane Toomas Leius.;ASCDR-4648.5;"";30.12.1963;00:05:53;"";Päevakaja;"Rebane Valdur, Kuusik Otto, Leius Toomas";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-1963-a-parim-sportlane-toomas-leius;https://media.err.ee:80/arhiiv/@/AUDIO/a_20493_RMARHIIV.m4a
89;Päevakaja: PÄEVAKAJA. Fidel Castro teine külaskäik NSVL;RMARH-99095;"";13.01.1964;00:31:02;Rebane Valdur;Päevakaja;"Rebane Valdur, Hruštšov Nikita, Castro Fidel";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-fidel-castro-teine-kulaskaik-nsvl;https://media.err.ee:80/arhiiv/@/AUDIO/a_99095_RMARHIIV.m4a
90;PÄEVAKAJA. Lõike aastast 1964. Leopold Hansen;RMARH-101703;"";16.01.1964;00:04:36;Rebane Valdur;Päevakaja;"Rebane Valdur, Lupp Heinu, Hansen Leopold";https://arhiiv.err.ee/vaata/paevakaja-loike-aastast-1964-leopold-hansen;https://media.err.ee:80/arhiiv/@/AUDIO/a_101703_RMARHIIV.m4a
91;PÄEVAKAJA. Lõike aastast 1964. 20 aastat Leningradi blokaadist;RMARH-101704;"";27.01.1964;00:05:46;Rebane Valdur;Päevakaja;"Rebane Valdur, ";https://arhiiv.err.ee/vaata/paevakaja-loike-aastast-1964-20-aastat-leningradi-blokaadist;https://media.err.ee:80/arhiiv/@/AUDIO/a_101704_RMARHIIV.m4a
92;PÄEVAKAJA. Lõike aastast 1964. Intervjuu spordiveteran Kristjan Kasega;RMARH-101705;"";04.02.1964;00:03:44;Rebane Valdur;Päevakaja;"Rebane Valdur, Lauri Lembit, Kask Kristjan";https://arhiiv.err.ee/vaata/paevakaja-loike-aastast-1964-intervjuu-spordiveteran-kristjan-kasega;https://media.err.ee:80/arhiiv/@/AUDIO/a_101705_RMARHIIV.m4a
93;PÄEVAKAJA. Lõike aastast 1964. Iivo Nei;RMARH-101707;"";11.02.1964;00:04:21;Rebane Valdur;Päevakaja;"Rebane Valdur, Nei Iivo";https://arhiiv.err.ee/vaata/paevakaja-loike-aastast-1964-iivo-nei;https://media.err.ee:80/arhiiv/@/AUDIO/a_101707_RMARHIIV.m4a
94;PÄEVAKAJA. Lõike aastast 1964. Paul Ariste ja Dželil Giekbajev;RMARH-101706;"";11.02.1964;00:03:39;Rebane Valdur;Päevakaja;"Rebane Valdur, Lupp Heinu, Ariste Paul, Giekbajev Dželil";https://arhiiv.err.ee/vaata/paevakaja-loike-aastast-1964-paul-ariste-ja-dzelil-giekbajev;https://media.err.ee:80/arhiiv/@/AUDIO/a_101706_RMARHIIV.m4a
95;PÄEVAKAJA. Lõike aastast 1964. Leopold Hanseni matused;RMARH-101709;"";18.02.1964;00:07:00;Rebane Valdur;Päevakaja;"Rebane Valdur, Laus Albert, Ird Kaarel, Lauter Ants";https://arhiiv.err.ee/vaata/paevakaja-loike-aastast-1964-leopold-hanseni-matused;https://media.err.ee:80/arhiiv/@/AUDIO/a_101709_RMARHIIV.m4a
96;PÄEVAKAJA. Lõike aastast 1964. TPI uus korpus;RMARH-101710;"";19.02.1964;00:03:40;Rebane Valdur;Päevakaja;"Rebane Valdur, Moosberg";https://arhiiv.err.ee/vaata/paevakaja-loike-aastast-1964-tpi-uus-korpus;https://media.err.ee:80/arhiiv/@/AUDIO/a_101710_RMARHIIV.m4a
97;PÄEVAKAJA. Lõike aastast 1964. Ants Antson;RMARH-101708;"";26.02.1964;00:05:04;Rebane Valdur;Päevakaja;"Rebane Valdur, Antson Ants";https://arhiiv.err.ee/vaata/paevakaja-loike-aastast-1964-ants-antson;https://media.err.ee:80/arhiiv/@/AUDIO/a_101708_RMARHIIV.m4a
98;PÄEVAKAJA. 04.03.1964;RMARH-102402;"";04.03.1964;00:04:28;Rebane Valdur;Päevakaja;"Rebane Valdur, Kuusik Tiit";https://arhiiv.err.ee/vaata/paevakaja-04-03-1964;https://media.err.ee:80/arhiiv/@/AUDIO/a_102402_RMARHIIV.m4a
99;PÄEVAKAJA. 04.03.1964;RMARH-102401;"";04.03.1964;00:04:20;Rebane Valdur;Päevakaja;"Rebane Valdur, ";https://arhiiv.err.ee/vaata/paevakaja-04-03-1964-193162;https://media.err.ee:80/arhiiv/@/AUDIO/a_102401_RMARHIIV.m4a
100;PÄEVAKAJA. 05.03.1964;RMARH-102403;"";05.03.1964;00:04:31;Rebane Valdur;Päevakaja;"Rebane Valdur, Trikkel Ivar";https://arhiiv.err.ee/vaata/paevakaja-05-03-1964;https://media.err.ee:80/arhiiv/@/AUDIO/a_102403_RMARHIIV.m4a
101;PÄEVAKAJA. 06.03.1964;RMARH-102404;"";06.03.1964;00:03:11;Rebane Valdur;Päevakaja;"Rebane Valdur, Kaasik Feliks, Simonov Konstantin";https://arhiiv.err.ee/vaata/paevakaja-06-03-1964;https://media.err.ee:80/arhiiv/@/AUDIO/a_102404_RMARHIIV.m4a
102;PÄEVAKAJA. 06.04.1964;RMARH-102405;"";06.04.1964;00:05:57;Rebane Valdur;Päevakaja;"Rebane Valdur, Härmson Paul";https://arhiiv.err.ee/vaata/paevakaja-06-04-1964;https://media.err.ee:80/arhiiv/@/AUDIO/a_102405_RMARHIIV.m4a
103;PÄEVAKAJA. 08.04.1964;RMARH-102406;"";08.04.1964;00:11:57;Rebane Valdur;Päevakaja;"Rebane Valdur, ";https://arhiiv.err.ee/vaata/paevakaja-08-04-1964;https://media.err.ee:80/arhiiv/@/AUDIO/a_102406_RMARHIIV.m4a
104;PÄEVAKAJA. 20.04.1964;RMARH-102407;"";20.04.1964;00:09:25;Rebane Valdur;Päevakaja;"Rebane Valdur, ";https://arhiiv.err.ee/vaata/paevakaja-20-04-1964;https://media.err.ee:80/arhiiv/@/AUDIO/a_102407_RMARHIIV.m4a
105;PÄEVAKAJA. 400 aastat William Shakespeare sünnist.;ASCDR-311.1;"";23.04.1964;00:06:14;Rebane Valdur;Päevakaja;"Rebane Valdur, Karm Kaarel, Tammur Ilmar";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-400-aastat-william-shakespeare-sunnist;https://media.err.ee:80/arhiiv/@/AUDIO/a_25076_RMARHIIV.m4a
106;PÄEVAKAJA. Haukuv vares Kadriorus.;ASCDR-311.2;"";24.04.1964;00:03:54;"";Päevakaja;"Roosimaa Udo, Suuresaar Lembit";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-haukuv-vares-kadriorus;https://media.err.ee:80/arhiiv/@/AUDIO/a_25077_RMARHIIV.m4a
107;PÄEVAKAJA. Juhan Liivi 100. sünniaastapäev.;ASCDR-311.3;"";30.04.1964;00:04:40;Rebane Valdur;Päevakaja;"Rebane Valdur, Liiger Ellen";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-juhan-liivi-100-sunniaastapaev;https://media.err.ee:80/arhiiv/@/AUDIO/a_25078_RMARHIIV.m4a
108;PÄEVAKAJA. Raadiost vanglas.;ASCDR-311.4;"";07.05.1964;00:12:18;Rebane Valdur;Päevakaja;"Rebane Valdur, Allik Hendrik";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-raadiost-vanglas;https://media.err.ee:80/arhiiv/@/AUDIO/a_25079_RMARHIIV.m4a
109;Päevakaja: PÄEVAKAJA. Mälestuskilde Suure Isamaasõja päevilt.;ASCDR-311.5;"";09.05.1964;00:07:48;Rebane Valdur;Päevakaja;"Rebane Valdur, Tasane Voldemar";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-malestuskilde-suure-isamaasoja-paevilt;https://media.err.ee:80/arhiiv/@/AUDIO/a_25080_RMARHIIV.m4a
110;PÄEVAKAJA. Uus-Meremaa-NSV Liit;RMARH-104231;"";14.05.1964;00:03:50;Rebane Valdur;Päevakaja;"Rebane Valdur, Käär Albert, Read Alexander, Read Peter";https://arhiiv.err.ee/vaata/paevakaja-uus-meremaa-nsv-liit;https://media.err.ee:80/arhiiv/@/AUDIO/a_104231_RMARHIIV.m4a
111;PÄEVAKAJA. Bruno Tomberg;RMARH-104230;"";14.05.1964;00:04:34;Rebane Valdur;Päevakaja;"Rebane Valdur, Lauri Lembit, Tomberg Bruno";https://arhiiv.err.ee/vaata/paevakaja-bruno-tomberg;https://media.err.ee:80/arhiiv/@/AUDIO/a_104230_RMARHIIV.m4a
112;PÄEVAKAJA. Ion Dacian külalisetendustel.;ASCDR-311.6;"";15.05.1964;00:03:38;"";Päevakaja;Dacian Ion;https://arhiiv.err.ee/vaata/paevakaja-paevakaja-ion-dacian-kulalisetendustel;https://media.err.ee:80/arhiiv/@/AUDIO/a_25081_RMARHIIV.m4a
113;PÄEVAKAJA. Valve Lüütsepp;RMARH-104232;"";18.05.1964;00:03:31;Rebane Valdur;Päevakaja;"Rebane Valdur, Makk Toivo, Lüütsepp Valve";https://arhiiv.err.ee/vaata/paevakaja-valve-luutsepp;https://media.err.ee:80/arhiiv/@/AUDIO/a_104232_RMARHIIV.m4a
114;PÄEVAKAJA. Otto Kuusineni matus;RMARH-104233;"";19.05.1964;00:16:09;Rebane Valdur;Päevakaja;"Rebane Valdur, Podgornõi Nikolai, Jegorotšev N. G., Pessi Ville";https://arhiiv.err.ee/vaata/paevakaja-otto-kuusineni-matus;https://media.err.ee:80/arhiiv/@/AUDIO/a_104233_RMARHIIV.m4a
115;PÄEVAKAJA. Soome etnograafid Tartus;RMARH-104234;"";23.05.1964;00:03:31;Rebane Valdur;Päevakaja;"Rebane Valdur, Peterson Aleksei, Rasanen Martti";https://arhiiv.err.ee/vaata/paevakaja-soome-etnograafid-tartus;https://media.err.ee:80/arhiiv/@/AUDIO/a_104234_RMARHIIV.m4a
116;PÄEVAKAJA. Suri Jawaharlal Nehru;RMARH-104235;"";27.05.1964;00:04:56;Rebane Valdur;Päevakaja;"Rebane Valdur, Nehru Jawaharlal, Hruštšov Nikita";https://arhiiv.err.ee/vaata/paevakaja-suri-jawaharlal-nehru;https://media.err.ee:80/arhiiv/@/AUDIO/a_104235_RMARHIIV.m4a
117;Päevakaja: PÄEVAKAJA. Konstantin Ramul - 85;RMARH-104236;"";30.05.1964;00:04:09;Rebane Valdur;Päevakaja;"Rebane Valdur, Ramul Konstantin, Siimann Uno";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-konstantin-ramul-85;https://media.err.ee:80/arhiiv/@/AUDIO/a_104236_RMARHIIV.m4a
118;PÄEVAKAJA 1964. Nurgakivi EPA kompleksile.;RMARH-53149;"";06.06.1964;00:04:05;"";Päevakaja;"Rohtla Heino, Klement Minna, Hunt Eduard";https://arhiiv.err.ee/vaata/paevakaja-1964-nurgakivi-epa-kompleksile;https://media.err.ee:80/arhiiv/@/AUDIO/a_53149_RMARHIIV.m4a
119;PÄEVAKAJA 1964. Paul Nielsen turistina Tallinnas.;RMARH-53150;"";09.06.1964;00:02:48;"";Päevakaja;"Teder Gustav, Nielsen Paul";https://arhiiv.err.ee/vaata/paevakaja-1964-paul-nielsen-turistina-tallinnas;https://media.err.ee:80/arhiiv/@/AUDIO/a_53150_RMARHIIV.m4a
120;PÄEVAKAJA 1964. Hruštšov ja Ulbricht.;RMARH-53159;"";13.06.1964;00:05:48;"";Päevakaja;"Hruštšov Nikita, Ulbrich Walter";https://arhiiv.err.ee/vaata/paevakaja-1964-hrustsov-ja-ulbricht;https://media.err.ee:80/arhiiv/@/AUDIO/a_53159_RMARHIIV.m4a
121;PÄEVAKAJA. Nikita Hruštšovi visiit Taani;RMARH-109227;"";20.06.1964;00:08:17;Rebane Valdur;Päevakaja;"Rebane Valdur, Hruštšova Nina, Sörensen Henri, Hruštšov Nikita";https://arhiiv.err.ee/vaata/paevakaja-nikita-hrustsovi-visiit-taani;https://media.err.ee:80/arhiiv/@/AUDIO/a_109227_RMARHIIV.m4a
122;PÄEVAKAJA. Nikita Hruštšovi visiit Rootsi;RMARH-109228;"";24.06.1964;00:06:47;Rebane Valdur;Päevakaja;"Rebane Valdur, Hruštšova Nina, Hruštšov Nikita";https://arhiiv.err.ee/vaata/paevakaja-nikita-hrustsovi-visiit-rootsi;https://media.err.ee:80/arhiiv/@/AUDIO/a_109228_RMARHIIV.m4a
123;PÄEVAKAJA 1964. Jean-Paul Sartre Tallinnas.;RMARH-53152;"";27.06.1964;00:04:38;"";Päevakaja;"Pant Valdo, Sartre Jean-Paul, Kask Maarja";https://arhiiv.err.ee/vaata/paevakaja-1964-jean-paul-sartre-tallinnas;https://media.err.ee:80/arhiiv/@/AUDIO/a_53152_RMARHIIV.m4a
124;PÄEVAKAJA 1964. Reportaaž Ülemnõukogu istungjärgult.;RMARH-53160;"";15.07.1964;00:06:01;"";Päevakaja;"Hruštšov Nikita, Mikojan Anastass";https://arhiiv.err.ee/vaata/paevakaja-1964-reportaaz-ulemnoukogu-istungjargult;https://media.err.ee:80/arhiiv/@/AUDIO/a_53160_RMARHIIV.m4a
125;PÄEVAKAJA 1964. Johan Eichfeld.;RMARH-53161;"";17.07.1964;00:04:59;"";Päevakaja;"Trikkel Ivar, Eichfeld Johan";https://arhiiv.err.ee/vaata/paevakaja-1964-johan-eichfeld;https://media.err.ee:80/arhiiv/@/AUDIO/a_53161_RMARHIIV.m4a
126;PÄEVAKAJA 1964. Paduvihm Tallinnas.;RMARH-53162;"";18.07.1964;00:10:06;"";Päevakaja;"Tomberg, Haljaste, Kirsi Pilvi, Toots Ene";https://arhiiv.err.ee/vaata/paevakaja-1964-paduvihm-tallinnas;https://media.err.ee:80/arhiiv/@/AUDIO/a_53162_RMARHIIV.m4a
127;PÄEVAKAJA. Rahva Poola 20. aastapäev;RMARH-104592;"";22.07.1964;00:04:49;Rebane Valdur;Päevakaja;"Rebane Valdur, ";https://arhiiv.err.ee/vaata/paevakaja-rahva-poola-20-aastapaev;https://media.err.ee:80/arhiiv/@/AUDIO/a_104592_RMARHIIV.m4a
128;PÄEVAKAJA. Susanna ja Ruben Frantelli;RMARH-104593;"";27.07.1964;00:04:37;Rebane Valdur;Päevakaja;"Rebane Valdur, Krell Kaljo, Frantelli Susanna, Frantelli Ruben";https://arhiiv.err.ee/vaata/paevakaja-susanna-ja-ruben-frantelli;https://media.err.ee:80/arhiiv/@/AUDIO/a_104593_RMARHIIV.m4a
129;PÄEVAKAJA. Paavo Aitio külaskäigul Eestis;RMARH-104594;"";28.07.1964;00:08:59;Rebane Valdur;Päevakaja;"Rebane Valdur, Aitio Paavo";https://arhiiv.err.ee/vaata/paevakaja-paavo-aitio-kulaskaigul-eestis;https://media.err.ee:80/arhiiv/@/AUDIO/a_104594_RMARHIIV.m4a
130;PÄEVAKAJA. Paavo Aitio visiidi teine päev;RMARH-104595;"";29.07.1964;00:11:41;Rebane Valdur;Päevakaja;"Rebane Valdur, Aitio Paavo";https://arhiiv.err.ee/vaata/paevakaja-paavo-aitio-visiidi-teine-paev;https://media.err.ee:80/arhiiv/@/AUDIO/a_104595_RMARHIIV.m4a
131;PÄEVAKAJA. Paavo Aitio visiidi kolmas päev;RMARH-104596;"";30.07.1964;00:08:41;Rebane Valdur;Päevakaja;"Rebane Valdur, Aitio Paavo";https://arhiiv.err.ee/vaata/paevakaja-paavo-aitio-visiidi-kolmas-paev;https://media.err.ee:80/arhiiv/@/AUDIO/a_104596_RMARHIIV.m4a
132;PÄEVAKAJA. 04.08.1964;RMARH-103471;"";04.08.1964;00:07:39;Rebane Valdur;Päevakaja;"Rebane Valdur, Hint Johannes";https://arhiiv.err.ee/vaata/paevakaja-04-08-1964;https://media.err.ee:80/arhiiv/@/AUDIO/a_103471_RMARHIIV.m4a
133;PÄEVAKAJA. 05.08.1964;RMARH-103472;"";05.08.1964;00:07:07;Rebane Valdur;Päevakaja;"Rebane Valdur, Hint Johannes";https://arhiiv.err.ee/vaata/paevakaja-05-08-1964;https://media.err.ee:80/arhiiv/@/AUDIO/a_103472_RMARHIIV.m4a
134;PÄEVAKAJA. Tim Buck;RMARH-103943;"";13.08.1964;00:18:34;Rebane Valdur;Päevakaja;"Rebane Valdur, Buck Tim, Käär Albert";https://arhiiv.err.ee/vaata/paevakaja-tim-buck;https://media.err.ee:80/arhiiv/@/AUDIO/a_103943_RMARHIIV.m4a
135;PÄEVAKAJA. 27.08.1964;RMARH-103464;"";27.08.1964;00:04:32;Rebane Valdur;Päevakaja;"Rebane Valdur, Kaasik Feliks, Käär Albert, Wachholz Bärbel";https://arhiiv.err.ee/vaata/paevakaja-27-08-1964;https://media.err.ee:80/arhiiv/@/AUDIO/a_103464_RMARHIIV.m4a
136;PÄEVAKAJA. Eesti kunstinädalalt Armeenias. 01;RMARH-103578;"";12.09.1964;00:08:24;Rebane Valdur;Päevakaja;"Rebane Valdur, ";https://arhiiv.err.ee/vaata/paevakaja-eesti-kunstinadalalt-armeenias-01;https://media.err.ee:80/arhiiv/@/AUDIO/a_103578_RMARHIIV.m4a
137;PÄEVAKAJA. Eesti kunstinädalalt Armeenias. 02;RMARH-103579;"";14.09.1964;00:05:39;Rebane Valdur;Päevakaja;"Rebane Valdur, ";https://arhiiv.err.ee/vaata/paevakaja-eesti-kunstinadalalt-armeenias-02;https://media.err.ee:80/arhiiv/@/AUDIO/a_103579_RMARHIIV.m4a
138;PÄEVAKAJA. 14.09.1964;RMARH-103465;"";14.09.1964;00:06:43;Rebane Valdur;Päevakaja;"Rebane Valdur, Kipper Aksel, Eichfeld Johan, Mustel Evald, Tammeorg Johannes, Struve Emilia, Keres Harald, Sutter";https://arhiiv.err.ee/vaata/paevakaja-14-09-1964;https://media.err.ee:80/arhiiv/@/AUDIO/a_103465_RMARHIIV.m4a
139;PÄEVAKAJA. Eesti kunstinädalalt Armeenias. 03;RMARH-103580;"";15.09.1964;00:06:53;Rebane Valdur;Päevakaja;"Rebane Valdur, Markus Vambola";https://arhiiv.err.ee/vaata/paevakaja-eesti-kunstinadalalt-armeenias-03;https://media.err.ee:80/arhiiv/@/AUDIO/a_103580_RMARHIIV.m4a
140;PÄEVAKAJA. Eesti kunstinädalalt Armeenias. 04;RMARH-103581;"";16.09.1964;00:05:16;Rebane Valdur;Päevakaja;"Rebane Valdur, ";https://arhiiv.err.ee/vaata/paevakaja-eesti-kunstinadalalt-armeenias-04;https://media.err.ee:80/arhiiv/@/AUDIO/a_103581_RMARHIIV.m4a
141;PÄEVAKAJA. Eesti kunstinädalalt Armeenias. 05;RMARH-103582;"";18.09.1964;00:07:09;Rebane Valdur;Päevakaja;"Rebane Valdur, ";https://arhiiv.err.ee/vaata/paevakaja-eesti-kunstinadalalt-armeenias-05;https://media.err.ee:80/arhiiv/@/AUDIO/a_103582_RMARHIIV.m4a
142;PÄEVAKAJA. 24.09.1964;RMARH-103466;"";24.09.1964;00:05:19;Rebane Valdur;Päevakaja;"Rebane Valdur, ";https://arhiiv.err.ee/vaata/paevakaja-24-09-1964;https://media.err.ee:80/arhiiv/@/AUDIO/a_103466_RMARHIIV.m4a
143;PÄEVAKAJA. 25.09.1964;RMARH-103467;"";25.09.1964;00:06:14;Rebane Valdur;Päevakaja;"Rebane Valdur, Undusk Johannes, Fedjuninski Ivan, Orgmets Gori";https://arhiiv.err.ee/vaata/paevakaja-25-09-1964;https://media.err.ee:80/arhiiv/@/AUDIO/a_103467_RMARHIIV.m4a
144;PÄEVAKAJA. Internatsionaali 100. aastapäev;RMARH-103891;"";28.09.1964;00:07:01;Rebane Valdur;Päevakaja;"Rebane Valdur, Hruštšov Nikita, Ponomarjov Boriss";https://arhiiv.err.ee/vaata/paevakaja-internatsionaali-100-aastapaev;https://media.err.ee:80/arhiiv/@/AUDIO/a_103891_RMARHIIV.m4a
145;PÄEVAKAJA. La Scala trupp lahkus Moskvast koduteele;RMARH-103894;"";29.09.1964;00:03:45;Rebane Valdur;Päevakaja;"Rebane Valdur, Ferrin Agostino";https://arhiiv.err.ee/vaata/paevakaja-la-scala-trupp-lahkus-moskvast-koduteele;https://media.err.ee:80/arhiiv/@/AUDIO/a_103894_RMARHIIV.m4a
146;PÄEVAKAJA. Indoneesia president ja peaminister dr Sukarno;RMARH-103893;"";29.09.1964;00:07:20;Rebane Valdur;Päevakaja;"Rebane Valdur, Mikojan Anastass, Sukarno";https://arhiiv.err.ee/vaata/paevakaja-indoneesia-president-ja-peaminister-dr-sukarno;https://media.err.ee:80/arhiiv/@/AUDIO/a_103893_RMARHIIV.m4a
147;PÄEVAKAJA. Tigran Petrosjan;RMARH-103890;"";29.09.1964;00:05:27;Rebane Valdur;Päevakaja;"Rebane Valdur, Uba Toomas, Petrosjan Tigran";https://arhiiv.err.ee/vaata/paevakaja-tigran-petrosjan;https://media.err.ee:80/arhiiv/@/AUDIO/a_103890_RMARHIIV.m4a
148;PÄEVAKAJA. Jaan Jenseni 60. sünnipäev;RMARH-103889;"";29.09.1964;00:04:21;Rebane Valdur;Päevakaja;"Rebane Valdur, Hoidre Alo, Jensen Jaan";https://arhiiv.err.ee/vaata/paevakaja-jaan-jenseni-60-sunnipaev;https://media.err.ee:80/arhiiv/@/AUDIO/a_103889_RMARHIIV.m4a
149;PÄEVAKAJA. Kosmonautide kõnelus;RMARH-103660;"";12.10.1964;00:05:22;Rebane Valdur;Päevakaja;"Rebane Valdur, Komarov Vladimir, Jegorov Boriss, Mikojan Anastass, Hruštšov Nikita";https://arhiiv.err.ee/vaata/paevakaja-kosmonautide-konelus;https://media.err.ee:80/arhiiv/@/AUDIO/a_103660_RMARHIIV.m4a
150;PÄEVAKAJA. Sideseanss kosmoselaevaga Voshod;RMARH-103659;"";12.10.1964;00:01:03;Rebane Valdur;Päevakaja;"Rebane Valdur, ";https://arhiiv.err.ee/vaata/paevakaja-sideseanss-kosmoselaevaga-voshod;https://media.err.ee:80/arhiiv/@/AUDIO/a_103659_RMARHIIV.m4a
151;PÄEVAKAJA. TASS-i teadaanne kosmoselaeva Voshod teelesaatmise kohta;RMARH-103658;"";12.10.1964;00:03:35;Rebane Valdur;Päevakaja;"Rebane Valdur, ";https://arhiiv.err.ee/vaata/paevakaja-tass-i-teadaanne-kosmoselaeva-voshod-teelesaatmise-kohta;https://media.err.ee:80/arhiiv/@/AUDIO/a_103658_RMARHIIV.m4a
152;PÄEVAKAJA. Felix Leedi intervjuu;RMARH-103648;"";12.10.1964;00:04:37;Rebane Valdur;Päevakaja;"Rebane Valdur, Leet Felix, Juksar Ilmo";https://arhiiv.err.ee/vaata/paevakaja-felix-leedi-intervjuu;https://media.err.ee:80/arhiiv/@/AUDIO/a_103648_RMARHIIV.m4a
153;PÄEVAKAJA. Voshodi lend;RMARH-103647;"";12.10.1964;00:12:51;Rebane Valdur;Päevakaja;"Rebane Valdur, Õiglane Harri, Kilvak Jüri, Metstoa Märt, Lents Arnold, Kool Ott, Talva Jaak, Keskel";https://arhiiv.err.ee/vaata/paevakaja-voshodi-lend;https://media.err.ee:80/arhiiv/@/AUDIO/a_103647_RMARHIIV.m4a
154;PÄEVAKAJA. Ott Kooli märkmikuleht;RMARH-103663;"";13.10.1964;00:03:42;Rebane Valdur;Päevakaja;"Rebane Valdur, Kool Ott";https://arhiiv.err.ee/vaata/paevakaja-ott-kooli-markmikuleht;https://media.err.ee:80/arhiiv/@/AUDIO/a_103663_RMARHIIV.m4a
